Cell_ID,Cell Position X,Cell Position Y,Centroid,Fano factor,PV,NV
657,247.689,249.485,122,4.096341463,0.16,0.138461538
658,256.293,250.074,119,2.754813864,0.128395062,0.111111111
659,266.242,251.358,127,5.243927297,0.205422315,0.18040293
660,202.137,250.189,0,3,0,0.002747253
661,232.885,250.302,31,11.78426836,0.28817734,0.107142857
662,278.153,250.186,94,2.678388278,0.12244898,0.093406593
663,272.075,250.233,76,2.75170068,0.202099738,0.164529915
664,239.352,250.83,58,13.23286908,0.245098039,0.16025641
665,226.769,251.98,7,8.833333333,0.306451613,0.060897436
666,250.699,253.501,90,4.34269199,0.204232804,0.176739927
667,282.849,253.572,79,3.132346344,0.245478036,0.202991453
668,211.045,252.952,1,1.1,0.4,0.007692308
669,244.18,253.794,102,7.479674797,0.245901639,0.192307692
670,216.087,253.798,2,1.305555556,0.333333333,0.008547009
671,199.809,254.69,0,0,0,0
672,260.568,253.882,128,3.342028986,0.132603406,0.116452991
673,274.066,254.222,106,4.512621359,0.151111111,0.130769231
674,205.768,255.364,0,1.80952381,0,0.005494505
675,220.963,255.024,0,5.6,0.364583333,0.037393162
676,236.788,255.315,31,7.769230769,0.251724138,0.093589744
677,268.886,256.142,88,5.22569879,0.251824818,0.221153846
678,231.336,256.397,12,5.96803653,0.342857143,0.076923077
679,254.905,255.864,114,2.784676354,0.110677083,0.090811966
680,278.769,256.528,119,3.293088364,0.139506173,0.120726496
681,287.146,257.134,129,5.158516707,0.148504274,0.148504274
682,225.778,257.311,16,4.692307692,0.55,0.056410256
683,264.102,258.516,137,4.421227197,0.188564477,0.165598291
684,241.145,258.645,54,12.77629179,0.225490196,0.147435897
685,211.295,258.158,2,1.740740741,0.375,0.009615385
686,246.014,259.076,66,9.237050579,0.226495726,0.169871795
687,258.81,259.145,79,3.455636896,0.305109489,0.267948718
688,273.292,259.248,135,2.937634409,0.209876543,0.181623932
689,283.063,260.38,124,5.055692056,0.136752137,0.136752137
690,250.618,259.93,117,4.364779874,0.185185185,0.138888889
691,216.777,260.1,4,1.305555556,0.666666667,0.017094017
692,201.205,260.338,0,1,0,0.001068376
693,222.142,261.755,3,6.048611111,0.385416667,0.039529915
694,235.82,261.087,35,7.595134124,0.267195767,0.092490842
695,228.673,261.605,14,6.444444444,0.195238095,0.043803419
696,207.081,261.541,0,2,0,0.002136752
697,278.29,262.424,105,1.976666667,0.119753086,0.103632479
698,255.559,262.863,110,2.073324336,0.101139601,0.075854701
699,267.644,263.064,130,3.356207112,0.154327424,0.135531136
700,288.785,262.712,156,4.370387383,0.288461538,0.288461538
701,212.936,264.276,0,2.333333333,0.291666667,0.007478632
702,241.968,264.124,41,6.12,0.222943723,0.110042735
703,261.961,263.828,115,4,0.144768856,0.127136752
704,247.018,265.381,77,11.09401709,0.220797721,0.165598291
705,272.895,263.823,92,2.228895184,0.228148148,0.197435897
706,202.155,265.175,0,1,0,0.001068376
707,218.687,266.101,1,4,0.3,0.019230769
708,225.318,266.727,10,4.049382716,0.377777778,0.036324786
709,231.42,266.025,15,7.574944072,0.291666667,0.074786325
710,282.087,266.13,102,3.141633527,0.124542125,0.124542125
711,236.645,266.185,27,4.323076923,0.28,0.08974359
712,251.864,267.178,115,3.087042532,0.192307692,0.144230769
713,208.012,267.435,0,0,0,0
714,270.057,268.273,121,1.989366053,0.092307692,0.076923077
715,288.029,267.764,113,4.84296843,0.11965812,0.11965812
716,258.024,267.719,91,1.40689013,0.134782609,0.099358974
717,275.952,267.673,123,1.678115368,0.140921409,0.111111111
718,264.452,268.908,98,2.773850434,0.141758242,0.118131868
719,197.662,268.43,0,0.833333333,0,0.002136752
720,242.076,269.791,50,6.753741497,0.210714286,0.108058608
721,215.012,270.405,0,2.571428571,0.285714286,0.007326007
722,229.514,270.667,8,10.54248366,0.241666667,0.061965812
723,283.815,270.407,118,1.014420063,0.118644068,0.08974359
724,202.931,270.984,0,1,0,0.001068376
725,221.673,271.471,3,2.934693878,0.328571429,0.021062271
